location,job_title,publisher_name,publisher_link,min_salary,max_salary,median_salary,salary_period,salary_currency
United States,Project Director,Indeed,https://Indeed.com/Project Director,52970.0,64053.0,58361.0,YEAR,USD
United States,Project Director,Payscale,https://Payscale.com/Project Director,53270.0,64253.0,58461.0,YEAR,USD
United States,Finance Manager,Glassdoor,https://Glassdoor.com/Finance Manager,49505.0,64465.0,56985.0,YEAR,USD
United States,Finance Manager,Indeed,https://Indeed.com/Finance Manager,49805.0,64665.0,57085.0,YEAR,USD
United States,Finance Manager,Payscale,https://Payscale.com/Finance Manager,50105.0,64865.0,57185.0,YEAR,USD
United States,Data Quality Analyst,Glassdoor,https://Glassdoor.com/Data Quality Analyst,61380.0,74597.0,67988.0,YEAR,USD
United States,Data Quality Analyst,Indeed,https://Indeed.com/Data Quality Analyst,61680.0,74797.0,68088.0,YEAR,USD
United States,Data Quality Analyst,Payscale,https://Payscale.com/Data Quality Analyst,61980.0,74997.0,68188.0,YEAR,USD
United States,Associate Software Engineer,Glassdoor,https://Glassdoor.com/Associate Software Engineer,49277.0,62360.0,55818.0,YEAR,USD
United States,Associate Software Engineer,Indeed,https://Indeed.com/Associate Software Engineer,49577.0,62560.0,55918.0,YEAR,USD
United States,Associate Software Engineer,Payscale,https://Payscale.com/Associate Software Engineer,49877.0,62760.0,56018.0,YEAR,USD
United States,Agile Business Analyst,Glassdoor,https://Glassdoor.com/Agile Business Analyst,43423.0,58750.0,51086.0,YEAR,USD
United States,Agile Business Analyst,Indeed,https://Indeed.com/Agile Business Analyst,43723.0,58950.0,51186.0,YEAR,USD
United States,Agile Business Analyst,Payscale,https://Payscale.com/Agile Business Analyst,44023.0,59150.0,51286.0,YEAR,USD
United States,Oracle Database Administrator,Glassdoor,https://Glassdoor.com/Oracle Database Administrator,57142.0,76337.0,66739.0,YEAR,USD
United States,Oracle Database Administrator,Indeed,https://Indeed.com/Oracle Database Administrator,57442.0,76537.0,66839.0,YEAR,USD
United States,Oracle Database Administrator,Payscale,https://Payscale.com/Oracle Database Administrator,57742.0,76737.0,66939.0,YEAR,USD
United States,Manufacturing Engineer,Glassdoor,https://Glassdoor.com/Manufacturing Engineer,61229.0,80198.0,70713.0,YEAR,USD
United States,Manufacturing Engineer,Indeed,https://Indeed.com/Manufacturing Engineer,61529.0,80398.0,70813.0,YEAR,USD
United States,Manufacturing Engineer,Payscale,https://Payscale.com/Manufacturing Engineer,61829.0,80598.0,70913.0,YEAR,USD
United States,Business Development Analyst,Glassdoor,https://Glassdoor.com/Business Development Analyst,51982.0,68196.0,60089.0,YEAR,USD
United States,Business Development Analyst,Indeed,https://Indeed.com/Business Development Analyst,52282.0,68396.0,60189.0,YEAR,USD
United States,Business Development Analyst,Payscale,https://Payscale.com/Business Development Analyst,52582.0,68596.0,60289.0,YEAR,USD
United States,Data Analist,Glassdoor,https://Glassdoor.com/Data Analist,49174.0,66028.0,57601.0,YEAR,USD
United States,Data Analist,Indeed,https://Indeed.com/Data Analist,49474.0,66228.0,57701.0,YEAR,USD
United States,Data Analist,Payscale,https://Payscale.com/Data Analist,49774.0,66428.0,57801.0,YEAR,USD
United States,Software Project Manager,Glassdoor,https://Glassdoor.com/Software Project Manager,43112.0,60349.0,51730.0,YEAR,USD
United States,Software Project Manager,Indeed,https://Indeed.com/Software Project Manager,43412.0,60549.0,51830.0,YEAR,USD
United States,Software Project Manager,Payscale,https://Payscale.com/Software Project Manager,43712.0,60749.0,51930.0,YEAR,USD
United States,Senior Network Engineer,Glassdoor,https://Glassdoor.com/Senior Network Engineer,67493.0,79091.0,73292.0,YEAR,USD
United States,Senior Network Engineer,Indeed,https://Indeed.com/Senior Network Engineer,67793.0,79291.0,73392.0,YEAR,USD
United States,Senior Network Engineer,Payscale,https://Payscale.com/Senior Network Engineer,68093.0,79491.0,73492.0,YEAR,USD
United States,Mobile Application Developer,Glassdoor,https://Glassdoor.com/Mobile Application Developer,63378.0,76713.0,70045.0,YEAR,USD
United States,Mobile Application Developer,Indeed,https://Indeed.com/Mobile Application Developer,63678.0,76913.0,70145.0,YEAR,USD
United States,Mobile Application Developer,Payscale,https://Payscale.com/Mobile Application Developer,63978.0,77113.0,70245.0,YEAR,USD
United States,IT Manager,Glassdoor,https://Glassdoor.com/IT Manager,47479.0,66796.0,57137.0,YEAR,USD
United States,IT Manager,Indeed,https://Indeed.com/IT Manager,47779.0,66996.0,57237.0,YEAR,USD
United States,IT Manager,Payscale,https://Payscale.com/IT Manager,48079.0,67196.0,57337.0,YEAR,USD
United States,Quantitative Analyst,Glassdoor,https://Glassdoor.com/Quantitative Analyst,65672.0,76754.0,71213.0,YEAR,USD
United States,Quantitative Analyst,Indeed,https://Indeed.com/Quantitative Analyst,65972.0,76954.0,71313.0,YEAR,USD
United States,Quantitative Analyst,Payscale,https://Payscale.com/Quantitative Analyst,66272.0,77154.0,71413.0,YEAR,USD
United States,Business System Analyst,Glassdoor,https://Glassdoor.com/Business System Analyst,46405.0,64850.0,55627.0,YEAR,USD
United States,Business System Analyst,Indeed,https://Indeed.com/Business System Analyst,46705.0,65050.0,55727.0,YEAR,USD
United States,Business System Analyst,Payscale,https://Payscale.com/Business System Analyst,47005.0,65250.0,55827.0,YEAR,USD
United States,Delivery Manager,Glassdoor,https://Glassdoor.com/Delivery Manager,63198.0,76696.0,69947.0,YEAR,USD
United States,Delivery Manager,Indeed,https://Indeed.com/Delivery Manager,63498.0,76896.0,70047.0,YEAR,USD
United States,Delivery Manager,Payscale,https://Payscale.com/Delivery Manager,63798.0,77096.0,70147.0,YEAR,USD
United States,Database Developer,Glassdoor,https://Glassdoor.com/Database Developer,58275.0,75236.0,66755.0,YEAR,USD
United States,Database Developer,Indeed,https://Indeed.com/Database Developer,58575.0,75436.0,66855.0,YEAR,USD
United States,Database Developer,Payscale,https://Payscale.com/Database Developer,58875.0,75636.0,66955.0,YEAR,USD
United States,Agile Project Manager,Glassdoor,https://Glassdoor.com/Agile Project Manager,43542.0,62155.0,52848.0,YEAR,USD
United States,Agile Project Manager,Indeed,https://Indeed.com/Agile Project Manager,43842.0,62355.0,52948.0,YEAR,USD
United States,Agile Project Manager,Payscale,https://Payscale.com/Agile Project Manager,44142.0,62555.0,53048.0,YEAR,USD
United States,Business Analyst H/F,Glassdoor,https://Glassdoor.com/Business Analyst H/F,40285.0,54897.0,47591.0,YEAR,USD
United States,Business Analyst H/F,Indeed,https://Indeed.com/Business Analyst H/F,40585.0,55097.0,47691.0,YEAR,USD
United States,Business Analyst H/F,Payscale,https://Payscale.com/Business Analyst H/F,40885.0,55297.0,47791.0,YEAR,USD
United States,Software Engineer Java,Glassdoor,https://Glassdoor.com/Software Engineer Java,53540.0,64528.0,59034.0,YEAR,USD
United States,Software Engineer Java,Indeed,https://Indeed.com/Software Engineer Java,53840.0,64728.0,59134.0,YEAR,USD
United States,Software Engineer Java,Payscale,https://Payscale.com/Software Engineer Java,54140.0,64928.0,59234.0,YEAR,USD
United States,Software Engineer (m/w/d),Glassdoor,https://Glassdoor.com/Software Engineer (m/w/d),41135.0,60556.0,50845.0,YEAR,USD
United States,Software Engineer (m/w/d),Indeed,https://Indeed.com/Software Engineer (m/w/d),41435.0,60756.0,50945.0,YEAR,USD
United States,Software Engineer (m/w/d),Payscale,https://Payscale.com/Software Engineer (m/w/d),41735.0,60956.0,51045.0,YEAR,USD
United States,Research Analyst,Glassdoor,https://Glassdoor.com/Research Analyst,40755.0,55701.0,48228.0,YEAR,USD
United States,Research Analyst,Indeed,https://Indeed.com/Research Analyst,41055.0,55901.0,48328.0,YEAR,USD
United States,Research Analyst,Payscale,https://Payscale.com/Research Analyst,41355.0,56101.0,48428.0,YEAR,USD
United States,Pre-Sales Engineer,Glassdoor,https://Glassdoor.com/Pre-Sales Engineer,43314.0,61560.0,52437.0,YEAR,USD
United States,Pre-Sales Engineer,Indeed,https://Indeed.com/Pre-Sales Engineer,43614.0,61760.0,52537.0,YEAR,USD
United States,Pre-Sales Engineer,Payscale,https://Payscale.com/Pre-Sales Engineer,43914.0,61960.0,52637.0,YEAR,USD
United States,DATA ENGINEER,Glassdoor,https://Glassdoor.com/DATA ENGINEER,60263.0,78090.0,69176.0,YEAR,USD
United States,DATA ENGINEER,Indeed,https://Indeed.com/DATA ENGINEER,60563.0,78290.0,69276.0,YEAR,USD
United States,DATA ENGINEER,Payscale,https://Payscale.com/DATA ENGINEER,60863.0,78490.0,69376.0,YEAR,USD
United States,Pricing Analyst,Glassdoor,https://Glassdoor.com/Pricing Analyst,64896.0,76273.0,70584.0,YEAR,USD
United States,Pricing Analyst,Indeed,https://Indeed.com/Pricing Analyst,65196.0,76473.0,70684.0,YEAR,USD
United States,Pricing Analyst,Payscale,https://Payscale.com/Pricing Analyst,65496.0,76673.0,70784.0,YEAR,USD
United States,Data Analyst H/F,Glassdoor,https://Glassdoor.com/Data Analyst H/F,42663.0,56044.0,49353.0,YEAR,USD
United States,Data Analyst H/F,Indeed,https://Indeed.com/Data Analyst H/F,42963.0,56244.0,49453.0,YEAR,USD
United States,Data Analyst H/F,Payscale,https://Payscale.com/Data Analyst H/F,43263.0,56444.0,49553.0,YEAR,USD
United States,Test Analyst,Glassdoor,https://Glassdoor.com/Test Analyst,44659.0,60304.0,52481.0,YEAR,USD
United States,Test Analyst,Indeed,https://Indeed.com/Test Analyst,44959.0,60504.0,52581.0,YEAR,USD
United States,Test Analyst,Payscale,https://Payscale.com/Test Analyst,45259.0,60704.0,52681.0,YEAR,USD
United States,Senior Account Manager,Glassdoor,https://Glassdoor.com/Senior Account Manager,44620.0,63103.0,53861.0,YEAR,USD
United States,Senior Account Manager,Indeed,https://Indeed.com/Senior Account Manager,44920.0,63303.0,53961.0,YEAR,USD
United States,Senior Account Manager,Payscale,https://Payscale.com/Senior Account Manager,45220.0,63503.0,54061.0,YEAR,USD
United States,Systems Analyst,Glassdoor,https://Glassdoor.com/Systems Analyst,50074.0,67193.0,58633.0,YEAR,USD
United States,Systems Analyst,Indeed,https://Indeed.com/Systems Analyst,50374.0,67393.0,58733.0,YEAR,USD
United States,Systems Analyst,Payscale,https://Payscale.com/Systems Analyst,50674.0,67593.0,58833.0,YEAR,USD
United States,Software Engineer (Java),Glassdoor,https://Glassdoor.com/Software Engineer (Java),56577.0,74201.0,65389.0,YEAR,USD
United States,Software Engineer (Java),Indeed,https://Indeed.com/Software Engineer (Java),56877.0,74401.0,65489.0,YEAR,USD
United States,Software Engineer (Java),Payscale,https://Payscale.com/Software Engineer (Java),57177.0,74601.0,65589.0,YEAR,USD
United States,IT Engineer,Glassdoor,https://Glassdoor.com/IT Engineer,46709.0,61578.0,54143.0,YEAR,USD
United States,IT Engineer,Indeed,https://Indeed.com/IT Engineer,47009.0,61778.0,54243.0,YEAR,USD
United States,IT Engineer,Payscale,https://Payscale.com/IT Engineer,47309.0,61978.0,54343.0,YEAR,USD
United States,Quality Analyst,Glassdoor,https://Glassdoor.com/Quality Analyst,64109.0,76490.0,70299.0,YEAR,USD
United States,Quality Analyst,Indeed,https://Indeed.com/Quality Analyst,64409.0,76690.0,70399.0,YEAR,USD
United States,Quality Analyst,Payscale,https://Payscale.com/Quality Analyst,64709.0,76890.0,70499.0,YEAR,USD
United States,Senior IT Project Manager,Glassdoor,https://Glassdoor.com/Senior IT Project Manager,65350.0,82614.0,73982.0,YEAR,USD
United States,Senior IT Project Manager,Indeed,https://Indeed.com/Senior IT Project Manager,65650.0,82814.0,74082.0,YEAR,USD
United States,Senior IT Project Manager,Payscale,https://Payscale.com/Senior IT Project Manager,65950.0,83014.0,74182.0,YEAR,USD
United States,Area Sales Manager,Glassdoor,https://Glassdoor.com/Area Sales Manager,52304.0,65289.0,58796.0,YEAR,USD
United States,Area Sales Manager,Indeed,https://Indeed.com/Area Sales Manager,52604.0,65489.0,58896.0,YEAR,USD
United States,Area Sales Manager,Payscale,https://Payscale.com/Area Sales Manager,52904.0,65689.0,58996.0,YEAR,USD
United States,Data Analyst (m/w/d),Glassdoor,https://Glassdoor.com/Data Analyst (m/w/d),67225.0,85971.0,76598.0,YEAR,USD
United States,Data Analyst (m/w/d),Indeed,https://Indeed.com/Data Analyst (m/w/d),67525.0,86171.0,76698.0,YEAR,USD
United States,Data Analyst (m/w/d),Payscale,https://Payscale.com/Data Analyst (m/w/d),67825.0,86371.0,76798.0,YEAR,USD
United States,Customer Project Manager,Glassdoor,https://Glassdoor.com/Customer Project Manager,45271.0,62800.0,54035.0,YEAR,USD
United States,Customer Project Manager,Indeed,https://Indeed.com/Customer Project Manager,45571.0,63000.0,54135.0,YEAR,USD
United States,Customer Project Manager,Payscale,https://Payscale.com/Customer Project Manager,45871.0,63200.0,54235.0,YEAR,USD
United States,Senior Big Data Engineer,Glassdoor,https://Glassdoor.com/Senior Big Data Engineer,63546.0,78165.0,70855.0,YEAR,USD
United States,Senior Big Data Engineer,Indeed,https://Indeed.com/Senior Big Data Engineer,63846.0,78365.0,70955.0,YEAR,USD
United States,Senior Big Data Engineer,Payscale,https://Payscale.com/Senior Big Data Engineer,64146.0,78565.0,71055.0,YEAR,USD
United States,Software Engineer Intern,Glassdoor,https://Glassdoor.com/Software Engineer Intern,55161.0,74083.0,64622.0,YEAR,USD
United States,Software Engineer Intern,Indeed,https://Indeed.com/Software Engineer Intern,55461.0,74283.0,64722.0,YEAR,USD
United States,Software Engineer Intern,Payscale,https://Payscale.com/Software Engineer Intern,55761.0,74483.0,64822.0,YEAR,USD
United States,Quality Manager,Glassdoor,https://Glassdoor.com/Quality Manager,65391.0,76757.0,71074.0,YEAR,USD
United States,Quality Manager,Indeed,https://Indeed.com/Quality Manager,65691.0,76957.0,71174.0,YEAR,USD
United States,Quality Manager,Payscale,https://Payscale.com/Quality Manager,65991.0,77157.0,71274.0,YEAR,USD
United States,Area Manager,Glassdoor,https://Glassdoor.com/Area Manager,45305.0,64492.0,54898.0,YEAR,USD
United States,Area Manager,Indeed,https://Indeed.com/Area Manager,45605.0,64692.0,54998.0,YEAR,USD
United States,Area Manager,Payscale,https://Payscale.com/Area Manager,45905.0,64892.0,55098.0,YEAR,USD
United States,Senior Clinical Research Associate,Glassdoor,https://Glassdoor.com/Senior Clinical Research Associate,47483.0,61545.0,54514.0,YEAR,USD
United States,Senior Clinical Research Associate,Indeed,https://Indeed.com/Senior Clinical Research Associate,47783.0,61745.0,54614.0,YEAR,USD
United States,Senior Clinical Research Associate,Payscale,https://Payscale.com/Senior Clinical Research Associate,48083.0,61945.0,54714.0,YEAR,USD
United States,Sr. Software Engineer,Glassdoor,https://Glassdoor.com/Sr. Software Engineer,40452.0,57724.0,49088.0,YEAR,USD
United States,Sr. Software Engineer,Indeed,https://Indeed.com/Sr. Software Engineer,40752.0,57924.0,49188.0,YEAR,USD
United States,Sr. Software Engineer,Payscale,https://Payscale.com/Sr. Software Engineer,41052.0,58124.0,49288.0,YEAR,USD
United States,Senior Java Engineer,Glassdoor,https://Glassdoor.com/Senior Java Engineer,53557.0,69320.0,61438.0,YEAR,USD
United States,Senior Java Engineer,Indeed,https://Indeed.com/Senior Java Engineer,53857.0,69520.0,61538.0,YEAR,USD
United States,Senior Java Engineer,Payscale,https://Payscale.com/Senior Java Engineer,54157.0,69720.0,61638.0,YEAR,USD
United States,Software Quality Assurance Engineer,Glassdoor,https://Glassdoor.com/Software Quality Assurance Engineer,40027.0,58238.0,49132.0,YEAR,USD
United States,Software Quality Assurance Engineer,Indeed,https://Indeed.com/Software Quality Assurance Engineer,40327.0,58438.0,49232.0,YEAR,USD
United States,Software Quality Assurance Engineer,Payscale,https://Payscale.com/Software Quality Assurance Engineer,40627.0,58638.0,49332.0,YEAR,USD
United States,Technical Analyst,Glassdoor,https://Glassdoor.com/Technical Analyst,44400.0,62867.0,53633.0,YEAR,USD
United States,Technical Analyst,Indeed,https://Indeed.com/Technical Analyst,44700.0,63067.0,53733.0,YEAR,USD
United States,Technical Analyst,Payscale,https://Payscale.com/Technical Analyst,45000.0,63267.0,53833.0,YEAR,USD
United States,Solutions Engineer,Glassdoor,https://Glassdoor.com/Solutions Engineer,49759.0,62705.0,56232.0,YEAR,USD
United States,Solutions Engineer,Indeed,https://Indeed.com/Solutions Engineer,50059.0,62905.0,56332.0,YEAR,USD
United States,Solutions Engineer,Payscale,https://Payscale.com/Solutions Engineer,50359.0,63105.0,56432.0,YEAR,USD
United States,Senior Project Manager (m/w/d),Glassdoor,https://Glassdoor.com/Senior Project Manager (m/w/d),69465.0,88871.0,79168.0,YEAR,USD
United States,Senior Project Manager (m/w/d),Indeed,https://Indeed.com/Senior Project Manager (m/w/d),69765.0,89071.0,79268.0,YEAR,USD
United States,Senior Project Manager (m/w/d),Payscale,https://Payscale.com/Senior Project Manager (m/w/d),70065.0,89271.0,79368.0,YEAR,USD
United States,Marketing Data Analyst,Glassdoor,https://Glassdoor.com/Marketing Data Analyst,65050.0,82209.0,73629.0,YEAR,USD
United States,Marketing Data Analyst,Indeed,https://Indeed.com/Marketing Data Analyst,65350.0,82409.0,73729.0,YEAR,USD
United States,Marketing Data Analyst,Payscale,https://Payscale.com/Marketing Data Analyst,65650.0,82609.0,73829.0,YEAR,USD
United States,Product Designer,Glassdoor,https://Glassdoor.com/Product Designer,46259.0,58181.0,52220.0,YEAR,USD
United States,Product Designer,Indeed,https://Indeed.com/Product Designer,46559.0,58381.0,52320.0,YEAR,USD
United States,Product Designer,Payscale,https://Payscale.com/Product Designer,46859.0,58581.0,52420.0,YEAR,USD
United States,Software Engineer - Java,Glassdoor,https://Glassdoor.com/Software Engineer - Java,68587.0,79446.0,74016.0,YEAR,USD
United States,Software Engineer - Java,Indeed,https://Indeed.com/Software Engineer - Java,68887.0,79646.0,74116.0,YEAR,USD
United States,Software Engineer - Java,Payscale,https://Payscale.com/Software Engineer - Java,69187.0,79846.0,74216.0,YEAR,USD
United States,Principal Data Scientist,Glassdoor,https://Glassdoor.com/Principal Data Scientist,43551.0,63138.0,53344.0,YEAR,USD
United States,Principal Data Scientist,Indeed,https://Indeed.com/Principal Data Scientist,43851.0,63338.0,53444.0,YEAR,USD
United States,Principal Data Scientist,Payscale,https://Payscale.com/Principal Data Scientist,44151.0,63538.0,53544.0,YEAR,USD
United States,Senior Database Engineer,Glassdoor,https://Glassdoor.com/Senior Database Engineer,57740.0,76775.0,67257.0,YEAR,USD
United States,Senior Database Engineer,Indeed,https://Indeed.com/Senior Database Engineer,58040.0,76975.0,67357.0,YEAR,USD
United States,Senior Database Engineer,Payscale,https://Payscale.com/Senior Database Engineer,58340.0,77175.0,67457.0,YEAR,USD
United States,Data Scientist (m/f/d),Glassdoor,https://Glassdoor.com/Data Scientist (m/f/d),43644.0,59431.0,51537.0,YEAR,USD
United States,Data Scientist (m/f/d),Indeed,https://Indeed.com/Data Scientist (m/f/d),43944.0,59631.0,51637.0,YEAR,USD
United States,Data Scientist (m/f/d),Payscale,https://Payscale.com/Data Scientist (m/f/d),44244.0,59831.0,51737.0,YEAR,USD
United States,Development Manager,Glassdoor,https://Glassdoor.com/Development Manager,52693.0,64257.0,58475.0,YEAR,USD
United States,Development Manager,Indeed,https://Indeed.com/Development Manager,52993.0,64457.0,58575.0,YEAR,USD
United States,Development Manager,Payscale,https://Payscale.com/Development Manager,53293.0,64657.0,58675.0,YEAR,USD
United States,BI Analyst,Glassdoor,https://Glassdoor.com/BI Analyst,55983.0,66868.0,61425.0,YEAR,USD
United States,BI Analyst,Indeed,https://Indeed.com/BI Analyst,56283.0,67068.0,61525.0,YEAR,USD
United States,BI Analyst,Payscale,https://Payscale.com/BI Analyst,56583.0,67268.0,61625.0,YEAR,USD
United States,Structural Engineer,Glassdoor,https://Glassdoor.com/Structural Engineer,66514.0,80488.0,73501.0,YEAR,USD
United States,Structural Engineer,Indeed,https://Indeed.com/Structural Engineer,66814.0,80688.0,73601.0,YEAR,USD
United States,Structural Engineer,Payscale,https://Payscale.com/Structural Engineer,67114.0,80888.0,73701.0,YEAR,USD
United States,Operations Analyst,Glassdoor,https://Glassdoor.com/Operations Analyst,41330.0,54747.0,48038.0,YEAR,USD
United States,Operations Analyst,Indeed,https://Indeed.com/Operations Analyst,41630.0,54947.0,48138.0,YEAR,USD
United States,Operations Analyst,Payscale,https://Payscale.com/Operations Analyst,41930.0,55147.0,48238.0,YEAR,USD
United States,Senior Research Fellow,Glassdoor,https://Glassdoor.com/Senior Research Fellow,69229.0,84632.0,76930.0,YEAR,USD
United States,Senior Research Fellow,Indeed,https://Indeed.com/Senior Research Fellow,69529.0,84832.0,77030.0,YEAR,USD
United States,Senior Research Fellow,Payscale,https://Payscale.com/Senior Research Fellow,69829.0,85032.0,77130.0,YEAR,USD
United States,Senior Analyst,Glassdoor,https://Glassdoor.com/Senior Analyst,45053.0,56802.0,50927.0,YEAR,USD
United States,Senior Analyst,Indeed,https://Indeed.com/Senior Analyst,45353.0,57002.0,51027.0,YEAR,USD
United States,Senior Analyst,Payscale,https://Payscale.com/Senior Analyst,45653.0,57202.0,51127.0,YEAR,USD
United States,Lead Engineer,Glassdoor,https://Glassdoor.com/Lead Engineer,55024.0,71923.0,63473.0,YEAR,USD
United States,Lead Engineer,Indeed,https://Indeed.com/Lead Engineer,55324.0,72123.0,63573.0,YEAR,USD
United States,Lead Engineer,Payscale,https://Payscale.com/Lead Engineer,55624.0,72323.0,63673.0,YEAR,USD
United States,Assistant Manager,Glassdoor,https://Glassdoor.com/Assistant Manager,42744.0,60557.0,51650.0,YEAR,USD
United States,Assistant Manager,Indeed,https://Indeed.com/Assistant Manager,43044.0,60757.0,51750.0,YEAR,USD
United States,Assistant Manager,Payscale,https://Payscale.com/Assistant Manager,43344.0,60957.0,51850.0,YEAR,USD
United States,Datenbankadministrator (m/w/d),Glassdoor,https://Glassdoor.com/Datenbankadministrator (m/w/d),49336.0,67993.0,58664.0,YEAR,USD
United States,Datenbankadministrator (m/w/d),Indeed,https://Indeed.com/Datenbankadministrator (m/w/d),49636.0,68193.0,58764.0,YEAR,USD
United States,Datenbankadministrator (m/w/d),Payscale,https://Payscale.com/Datenbankadministrator (m/w/d),49936.0,68393.0,58864.0,YEAR,USD
United States,Business Operations Analyst,Glassdoor,https://Glassdoor.com/Business Operations Analyst,57487.0,73871.0,65679.0,YEAR,USD
United States,Business Operations Analyst,Indeed,https://Indeed.com/Business Operations Analyst,57787.0,74071.0,65779.0,YEAR,USD
United States,Business Operations Analyst,Payscale,https://Payscale.com/Business Operations Analyst,58087.0,74271.0,65879.0,YEAR,USD
United States,Junior Data Scientist,Glassdoor,https://Glassdoor.com/Junior Data Scientist,65000.0,125000.0,95279.0,YEAR,USD
United States,Junior Data Scientist,Indeed,https://Indeed.com/Junior Data Scientist,65700.0,125500.0,95579.0,YEAR,USD
United States,Junior Data Scientist,Payscale,https://Payscale.com/Junior Data Scientist,66400.0,126000.0,95879.0,YEAR,USD
United States,Frontend Engineer,Glassdoor,https://Glassdoor.com/Frontend Engineer,125000.0,187629.0,148000.0,YEAR,USD
United States,Frontend Engineer,Indeed,https://Indeed.com/Frontend Engineer,125700.0,188129.0,148300.0,YEAR,USD
United States,Frontend Engineer,Payscale,https://Payscale.com/Frontend Engineer,126400.0,188629.0,148600.0,YEAR,USD
United States,Junior Data Analyst,Glassdoor,https://Glassdoor.com/Junior Data Analyst,45000.0,80000.0,55000.0,YEAR,USD
United States,Junior Data Analyst,Indeed,https://Indeed.com/Junior Data Analyst,45700.0,80500.0,55300.0,YEAR,USD
United States,Junior Data Analyst,Payscale,https://Payscale.com/Junior Data Analyst,46400.0,81000.0,55600.0,YEAR,USD
United States,Functional Analyst,Glassdoor,https://Glassdoor.com/Functional Analyst,91087.0,142036.0,110000.0,YEAR,USD
United States,Functional Analyst,Indeed,https://Indeed.com/Functional Analyst,91787.0,142536.0,110300.0,YEAR,USD
United States,Functional Analyst,Payscale,https://Payscale.com/Functional Analyst,92487.0,143036.0,110600.0,YEAR,USD
United States,Quality Engineer,Glassdoor,https://Glassdoor.com/Quality Engineer,70232.0,112476.0,83355.0,YEAR,USD
United States,Quality Engineer,Indeed,https://Indeed.com/Quality Engineer,70932.0,112976.0,83655.0,YEAR,USD
United States,Quality Engineer,Payscale,https://Payscale.com/Quality Engineer,71632.0,113476.0,83955.0,YEAR,USD
United States,Junior Software Developer,Glassdoor,https://Glassdoor.com/Junior Software Developer,60000.0,100761.0,75500.0,YEAR,USD
United States,Junior Software Developer,Indeed,https://Indeed.com/Junior Software Developer,60700.0,101261.0,75800.0,YEAR,USD
United States,Junior Software Developer,Payscale,https://Payscale.com/Junior Software Developer,61400.0,101761.0,76100.0,YEAR,USD
United States,Business Consultant,Glassdoor,https://Glassdoor.com/Business Consultant,65000.0,131034.0,92355.0,YEAR,USD
United States,Business Consultant,Indeed,https://Indeed.com/Business Consultant,65700.0,131534.0,92655.0,YEAR,USD
United States,Business Consultant,Payscale,https://Payscale.com/Business Consultant,66400.0,132034.0,92955.0,YEAR,USD
United States,Product Manager (m/w/d),Glassdoor,https://Glassdoor.com/Product Manager (m/w/d),99389.0,162411.0,124820.0,YEAR,USD
United States,Product Manager (m/w/d),Indeed,https://Indeed.com/Product Manager (m/w/d),100089.0,162911.0,125120.0,YEAR,USD
United States,Product Manager (m/w/d),Payscale,https://Payscale.com/Product Manager (m/w/d),100789.0,163411.0,125420.0,YEAR,USD
United States,Devops Engineer,Glassdoor,https://Glassdoor.com/Devops Engineer,110000.0,164483.0,129923.0,YEAR,USD
United States,Devops Engineer,Indeed,https://Indeed.com/Devops Engineer,110700.0,164983.0,130223.0,YEAR,USD
United States,Devops Engineer,Payscale,https://Payscale.com/Devops Engineer,111400.0,165483.0,130523.0,YEAR,USD
United States,Application Developer,Glassdoor,https://Glassdoor.com/Application Developer,82985.0,137774.0,103380.0,YEAR,USD
United States,Application Developer,Indeed,https://Indeed.com/Application Developer,83685.0,138274.0,103680.0,YEAR,USD
United States,Application Developer,Payscale,https://Payscale.com/Application Developer,84385.0,138774.0,103980.0,YEAR,USD
United States,Data Engineer (m/w/d),Glassdoor,https://Glassdoor.com/Data Engineer (m/w/d),106000.0,170000.0,130000.0,YEAR,USD
United States,Data Engineer (m/w/d),Indeed,https://Indeed.com/Data Engineer (m/w/d),106700.0,170500.0,130300.0,YEAR,USD
United States,Data Engineer (m/w/d),Payscale,https://Payscale.com/Data Engineer (m/w/d),107400.0,171000.0,130600.0,YEAR,USD
United States,Junior Product Manager,Glassdoor,https://Glassdoor.com/Junior Product Manager,65000.0,107250.0,76050.0,YEAR,USD
United States,Junior Product Manager,Indeed,https://Indeed.com/Junior Product Manager,65700.0,107750.0,76350.0,YEAR,USD
United States,Junior Product Manager,Payscale,https://Payscale.com/Junior Product Manager,66400.0,108250.0,76650.0,YEAR,USD
United States,Senior Financial Analyst,Glassdoor,https://Glassdoor.com/Senior Financial Analyst,80848.0,110000.0,91809.0,YEAR,USD
United States,Senior Financial Analyst,Indeed,https://Indeed.com/Senior Financial Analyst,81548.0,110500.0,92109.0,YEAR,USD
United States,Senior Financial Analyst,Payscale,https://Payscale.com/Senior Financial Analyst,82248.0,111000.0,92409.0,YEAR,USD
United States,Associate Project Manager,Glassdoor,https://Glassdoor.com/Associate Project Manager,66042.0,118110.0,82518.0,YEAR,USD
United States,Associate Project Manager,Indeed,https://Indeed.com/Associate Project Manager,66742.0,118610.0,82818.0,YEAR,USD
United States,Associate Project Manager,Payscale,https://Payscale.com/Associate Project Manager,67442.0,119110.0,83118.0,YEAR,USD
United States,Projectleider,Glassdoor,https://Glassdoor.com/Projectleider,72499.0,134999.0,95235.0,YEAR,USD
United States,Projectleider,Indeed,https://Indeed.com/Projectleider,73199.0,135499.0,95535.0,YEAR,USD
